date_time,city_area,state,ufo_shape,encounter_length,latitude,longitude,Month
10/10/2003 20:25,temperance,Michigan,oval,18000.0,41.779166700000005,-83.5688889,10
10/10/2003 21:10,crescent beach,South Carolina,formation,37800.0,33.8075,-78.70111109999999,10
10/10/2003 22:00,albuquerque,New Mexico,light,180.0,35.084444399999995,-106.65055559999999,10
10/10/2003 23:25,gleason,Wisconsin,sphere,1800.0,45.3088889,-89.49638890000001,10
10/10/2004 02:50,mahwah,New Jersey,triangle,180.0,41.0886111,-74.1441667,10
10/10/2004 04:18,terre haute,Indiana,sphere,5.0,39.466666700000005,-87.4138889,10
10/10/2004 08:30,indianapolis,Indiana,oval,15.0,39.7683333,-86.1580556,10
10/10/2004 14:00,morgantown,West Virginia,circle,10.0,39.6294444,-79.95611109999999,10
10/10/2004 15:00,rock island,Illinois,sphere,3600.0,41.50944439999999,-90.57861109999999,10
10/10/2004 19:00,ripley,New York,circle,900.0,42.26694439999999,-79.7108333,10
10/10/2004 21:00,faribault,Minnesota,flash,900.0,44.295,-93.26861109999999,10
10/10/2004 21:00,mansfield,Ohio,light,7200.0,40.7583333,-82.5155556,10
10/10/2004 22:00,columbia,Missouri,light,60.0,38.951666700000004,-92.3338889,10
10/10/2004 23:30,gleason,Wisconsin,sphere,3000.0,45.3088889,-89.49638890000001,10
10/10/2005 09:30,north miami beach,Florida,oval,1800.0,25.932777800000004,-80.16277779999999,10
10/10/2005 14:45,los angeles,California,egg,10.0,34.0522222,-118.2427778,10
10/10/2005 20:00,loretto,Pennsylvania,triangle,300.0,40.5030556,-78.6305556,10
10/10/2005 22:08,east wenatchee,Washington,light,1200.0,47.415833299999996,-120.29194440000002,10
10/10/2005 23:00,hendersonville,North Carolina,light,600.0,35.318611100000005,-82.4611111,10
10/10/2005 23:07,brainerd,Minnesota,disk,300.0,46.35805560000001,-94.2005556,10
10/10/2006 01:00,pennington,Texas,diamond,3600.0,31.191111100000004,-95.23527779999999,10
10/10/2006 05:00,san francisco,California,triangle,600.0,37.775,-122.41833329999999,10
10/10/2006 16:00,savannah,Tennessee,light,600.0,35.2247222,-88.2491667,10
10/10/2006 16:00,waynesboro,Virginia,triangle,600.0,38.0683333,-78.88972220000001,10
10/10/2006 22:40,waycross,Georgia,light,120.0,31.2133333,-82.35416670000001,10
10/10/2006 22:50,wolfforth,Texas,disk,300.0,33.5058333,-102.0086111,10
10/10/2007 01:00,lebanon,Oregon,light,14400.0,44.536666700000005,-122.90583329999998,10
10/10/2007 04:30,jacksonville,Florida,sphere,30.0,30.331944399999998,-81.6558333,10
10/10/2007 06:00,indio,California,oval,600.0,33.720555600000004,-116.21472220000001,10
10/10/2007 13:00,owego,New York,triangle,10800.0,42.103333299999996,-76.2625,10
10/10/2007 18:33,downingtown,Pennsylvania,circle,120.0,40.0063889,-75.70361109999999,10
10/10/2007 19:00,austin,Texas,flash,3.0,30.266944399999996,-97.7427778,10
10/10/2007 20:10,starrsville (covington),Georgia,sphere,60.0,33.539444399999994,-83.8194444,10
10/10/2007 21:00,jensen beach,Florida,oval,120.0,27.254166700000003,-80.23,10
10/10/2007 21:43,houston,Texas,formation,35.0,29.763055600000005,-95.3630556,10
10/10/2007 22:00,duluth,Minnesota,light,600.0,46.783333299999995,-92.10638890000001,10
10/10/2007 22:00,fleming,Colorado,circle,600.0,40.68,-102.83888890000001,10
10/10/2007 23:05,northglenn,Colorado,triangle,15.0,39.8855556,-104.98666670000001,10
10/10/2008 02:00,north branch,Minnesota,light,300.0,45.5113889,-92.98,10
10/10/2008 02:00,slingerlands,New York,circle,240.0,42.6291667,-73.865,10
10/10/2008 04:00,carlin,Nevada,disk,600.0,40.71388889999999,-116.10305559999999,10
10/10/2008 04:50,evansville,Indiana,formation,600.0,37.9747222,-87.5558333,10
10/10/2008 06:00,albany,New York,oval,45.0,42.6525,-73.7566667,10
10/10/2008 10:22,fremont,California,triangle,60.0,37.548333299999996,-121.9875,10
10/10/2008 18:00,yuma,Arizona,triangle,900.0,32.7252778,-114.6236111,10
10/10/2008 19:00,south bend,Indiana,light,600.0,41.6833333,-86.25,10
10/10/2008 20:00,la crescent,Minnesota,formation,10.0,43.828055600000006,-91.3038889,10
10/10/2008 20:00,philadelphia,Pennsylvania,oval,60.0,39.9522222,-75.1641667,10
10/10/2008 20:00,seattle,Washington,light,180.0,47.6063889,-122.33083329999998,10
10/10/2008 20:40,pueblo,Colorado,light,300.0,38.2544444,-104.60861109999999,10
10/10/2008 21:30,cincinnati,Ohio,oval,900.0,39.161944399999996,-84.4569444,10
10/10/2008 22:00,san diego,California,disk,30.0,32.7152778,-117.1563889,10
10/10/2008 22:30,madison,Wisconsin,circle,20.0,43.0730556,-89.4011111,10
10/10/2008 23:15,coldwater,Ohio,sphere,60.0,40.4797222,-84.6283333,10
10/10/2009 12:00,crested butte,Colorado,egg,60.0,38.8697222,-106.9872222,10
10/10/2009 20:30,anaheim,California,light,300.0,33.8352778,-117.9136111,10
10/10/2009 20:45,wilmington,North Carolina,light,600.0,34.22555560000001,-77.945,10
10/10/2009 21:00,leesburg,Virginia,disk,300.0,39.11555560000001,-77.56388890000001,10
10/10/2009 23:23,cupertino,California,light,180.0,37.3230556,-122.0311111,10
10/10/2010 01:00,orchard park,New York,light,7200.0,42.7675,-78.74416670000001,10
10/10/2010 02:30,harrisburg,Pennsylvania,circle,240.0,40.273611100000004,-76.88472220000001,10
10/10/2010 03:00,euclid,Ohio,circle,180.0,41.59305560000001,-81.5269444,10
10/10/2010 08:30,starr,South Carolina,formation,600.0,34.3769444,-82.6958333,10
10/10/2010 12:00,greenwich,Connecticut,light,240.0,41.02638889999999,-73.6288889,10
10/10/2010 13:00,north charleston,South Carolina,light,180.0,32.8544444,-79.975,10
10/10/2010 16:30,springfield,Virginia,cigar,15.0,38.7891667,-77.1875,10
10/10/2010 17:10,bridgeport,Connecticut,light,600.0,41.1669444,-73.20527779999999,10
10/10/2010 18:30,clackamas,Oregon,triangle,120.0,45.4077778,-122.56916670000001,10
10/10/2010 20:00,san angelo,Texas,oval,60.0,31.463611100000005,-100.4366667,10
10/10/2010 20:20,windsor,Connecticut,fireball,5.0,41.8525,-72.6441667,10
10/10/2010 20:45,sterling,Illinois,cylinder,600.0,41.788611100000004,-89.6961111,10
10/10/2010 21:00,kykotsmovi,Arizona,disk,7200.0,35.8752778,-110.61972220000001,10
10/10/2010 21:30,albany,New York,circle,10.0,42.6525,-73.7566667,10
10/10/2010 22:30,garden grove,California,egg,7200.0,33.773888899999996,-117.94055559999998,10
10/10/2011 00:00,troy,New York,triangle,7200.0,42.728333299999996,-73.6922222,10
10/10/2011 01:00,farmington,New Mexico,circle,300.0,36.728055600000005,-108.21805559999999,10
10/10/2011 10:30,ashville,New York,circle,60.0,42.096388899999994,-79.3758333,10
10/10/2011 14:30,north kingstown,Rhode Island,oval,40.0,41.55,-71.4666667,10
10/10/2011 15:00,groton,Connecticut,disk,5.0,41.35,-72.07888890000001,10
10/10/2011 19:00,mechanicsville,Virginia,light,300.0,37.608611100000005,-77.37361109999999,10
10/10/2011 20:00,middletown,Connecticut,fireball,1200.0,41.5622222,-72.6511111,10
10/10/2011 21:00,lakewood,Ohio,fireball,60.0,41.481944399999996,-81.7983333,10
10/10/2011 21:00,york,Pennsylvania,circle,15.0,39.9625,-76.7280556,10
10/10/2011 21:55,north platte,Nebraska,circle,3.0,41.1238889,-100.765,10
10/10/2011 23:00,waynesville,Ohio,triangle,90.0,39.5297222,-84.0866667,10
10/10/2012 10:15,bridgeport,Connecticut,circle,630.0,41.1669444,-73.20527779999999,10
10/10/2012 18:56,san diego,California,sphere,240.0,32.7152778,-117.1563889,10
10/10/2012 19:09,sterling heights,Michigan,oval,120.0,42.5802778,-83.0302778,10
10/10/2012 19:40,syracuse,New York,light,900.0,43.048055600000005,-76.1477778,10
10/10/2012 19:45,syracuse,New York,circle,240.0,43.048055600000005,-76.1477778,10
10/10/2012 20:00,colorado springs,Colorado,light,20.0,38.8338889,-104.8208333,10
10/10/2012 20:15,new york city (bronx),New York,disk,1800.0,40.7141667,-74.0063889,10
10/10/2012 20:30,las cruces,New Mexico,fireball,120.0,32.3122222,-106.7777778,10
10/10/2012 20:30,marion,Illinois,light,240.0,37.7305556,-88.9330556,10
10/10/2012 20:45,phoenix,Arizona,sphere,300.0,33.4483333,-112.07333329999999,10
10/10/2012 20:48,yakima,Washington,light,240.0,46.6022222,-120.5047222,10
10/10/2012 21:00,bean station,Tennessee,cigar,180.0,36.343611100000004,-83.2841667,10
10/10/2012 21:00,rochester,Washington,light,600.0,46.82194439999999,-123.095,10
10/10/2012 23:01,suffern,New York,cylinder,20.0,41.1147222,-74.15,10
10/10/2012 23:20,rancho mirage,California,rectangle,5.0,33.7397222,-116.41194440000001,10
10/10/2013 02:32,palm harbor,Florida,chevron,5.0,28.0777778,-82.76388890000001,10
10/10/2013 17:00,st. louis county,Missouri,light,10800.0,38.6272222,-90.1977778,10
10/10/2013 19:00,rittman,Ohio,light,60.0,40.978055600000005,-81.7822222,10
10/10/2013 19:20,essex junction,Vermont,light,120.0,44.49055560000001,-73.11138890000001,10
10/10/2013 19:20,kenner,Louisiana,circle,600.0,29.993888899999998,-90.2416667,10
10/10/2013 20:00,drexel,Ohio,circle,300.0,39.7463889,-84.2866667,10
10/10/2013 20:00,hudson,New Hampshire,light,5.0,42.7647222,-71.44027779999999,10
10/10/2013 20:30,grand blanc,Michigan,light,1200.0,42.9275,-83.63,10
10/10/2013 20:30,savage,Minnesota,circle,60.0,44.779166700000005,-93.3361111,10
10/10/2013 20:32,warren,Michigan,sphere,45.0,42.4775,-83.0277778,10
10/10/2013 20:35,canton,Michigan,triangle,180.0,42.3086111,-83.48222220000001,10
10/10/2013 21:17,lost creek,West Virginia,triangle,45.0,39.16111110000001,-80.3522222,10
10/10/2013 21:30,hudson,New Hampshire,light,1.0,42.7647222,-71.44027779999999,10
10/11/1973 16:45,jupiter,Florida,egg,14400.0,26.933888899999996,-80.0944444,10
10/11/1978 23:00,brighton,Michigan,circle,300.0,42.529444399999996,-83.7802778,10
10/11/1987 21:30,minnetonka,Minnesota,light,30.0,44.9133333,-93.5030556,10
10/11/1987 23:59,otto,Missouri,fireball,60.0,38.3708333,-90.50027779999999,10
10/11/1989 21:00,kewanee,Illinois,sphere,180.0,41.2455556,-89.9247222,10
10/11/1989 21:00,kewanee,Illinois,sphere,300.0,41.2455556,-89.9247222,10
10/11/1992 10:00,albuquerque,New Mexico,sphere,900.0,35.084444399999995,-106.65055559999999,10
10/11/1994 02:00,jackson,New Jersey,triangle,300.0,39.77638889999999,-74.86277779999999,10
10/11/1994 04:00,riverside,California,chevron,4.0,33.9533333,-117.39527779999999,10
10/11/1996 22:00,damascus,Virginia,light,60.0,36.6336111,-81.78388890000001,10
10/11/1998 14:05,vega baja (puerto rico),Puerto Rico,cigar,120.0,18.4463889,-66.3880556,10
10/11/1998 14:30,mount carmel,Tennessee,light,10.0,36.5452778,-82.66111109999999,10
10/11/1998 20:30,highland,Indiana,sphere,14400.0,39.794444399999996,-87.39583329999999,10
10/11/1998 22:40,bar harbor (bar island crossover),Maine,sphere,30.0,44.3875,-68.2044444,10
10/11/1998 22:45,elk grove,California,fireball,4.0,38.408888899999994,-121.37055559999999,10
10/11/1999 00:15,montgomery,Alabama,light,180.0,32.3666667,-86.3,10
10/11/1999 04:30,los angeles,California,light,300.0,34.0522222,-118.2427778,10
10/11/1999 07:40,three rivers,Michigan,oval,600.0,41.9438889,-85.6325,10
10/11/1999 09:10,canby,Oregon,light,10.0,45.2630556,-122.69138889999999,10
10/11/1999 20:15,portville,New York,oval,30.0,42.038611100000004,-78.34111109999999,10
10/11/1999 20:15,portville,New York,oval,30.0,42.038611100000004,-78.34111109999999,10
10/11/1999 20:15,portville,New York,oval,60.0,42.038611100000004,-78.34111109999999,10
10/11/1999 20:15,portville,New York,oval,60.0,42.038611100000004,-78.34111109999999,10
10/11/1999 21:00,winnemucca,Nevada,cigar,2.0,40.9730556,-117.73472220000001,10
10/11/1999 21:10,ashland,Oregon,triangle,45.0,42.1947222,-122.70833329999999,10
10/11/1999 21:30,augusta,Kansas,light,600.0,37.6866667,-96.9763889,10
10/11/1999 21:30,montgomery,Texas,light,3600.0,30.388055600000005,-95.6961111,10
10/11/1999 21:45,eureka springs,Arkansas,light,900.0,36.4011111,-93.73777779999999,10
10/11/1999 22:30,addison (i-355 and us 20 (lake st.),Illinois,disk,600.0,41.9316667,-87.9888889,10
10/11/2000 20:00,watertown,New York,light,30.0,43.9747222,-75.91111109999999,10
10/11/2000 22:00,elverta,California,light,30.0,38.71388889999999,-121.46166670000001,10
10/11/2000 23:30,whittier,California,light,1500.0,33.9791667,-118.03194440000001,10
10/11/2001 01:00,somerset,Wisconsin,light,10800.0,45.124444399999994,-92.6733333,10
10/11/2001 05:15,denver,Colorado,light,900.0,39.7391667,-104.98416670000002,10
10/11/2001 08:15,columbia,Mississippi,teardrop,300.0,31.2516667,-89.8375,10
10/11/2001 20:35,grass valley,California,triangle,60.0,39.2191667,-121.06,10
10/11/2001 23:49,lima,Ohio,teardrop,300.0,40.7425,-84.1052778,10
10/11/2002 06:17,springfield,Missouri,fireball,6.0,37.2152778,-93.2980556,10
10/11/2002 13:25,reno,Nevada,sphere,600.0,39.5297222,-119.81277779999999,10
10/11/2002 16:15,randolph,Massachusetts,cylinder,300.0,42.1625,-71.04166670000001,10
10/11/2002 20:36,dallas,Texas,fireball,3.0,32.783333299999995,-96.8,10
10/11/2003 00:20,austin,Minnesota,circle,5.0,43.6666667,-92.9744444,10
10/11/2003 01:29,new york city (manhattan),New York,egg,120.0,40.7141667,-74.0063889,10
10/11/2003 03:00,truckee,California,sphere,3.0,39.328055600000006,-120.18222220000001,10
10/11/2003 11:32,newaygo,Michigan,circle,40.0,43.4197222,-85.8,10
10/11/2003 19:05,placerville,California,light,600.0,38.7297222,-120.7975,10
10/11/2003 20:30,bloomington,Indiana,disk,180.0,39.1652778,-86.52638890000001,10
10/11/2003 22:40,independence,Missouri,chevron,600.0,39.091111100000006,-94.4152778,10
10/11/2004 01:00,honolulu,Hawaii,triangle,3.0,21.3069444,-157.8583333,10
10/11/2004 02:37,los angeles,California,rectangle,20.0,34.0522222,-118.2427778,10
10/11/2004 03:40,dallas,Oregon,light,20.0,44.919444399999996,-123.31583329999998,10
10/11/2004 05:00,san jose,California,light,15.0,37.3394444,-121.8938889,10
10/11/2004 11:00,salinas,California,formation,2700.0,36.6777778,-121.65444440000002,10
10/11/2004 14:00,arroyo grande,California,circle,60.0,35.1186111,-120.58972220000001,10
10/11/2004 18:00,fresno,California,rectangle,120.0,36.7477778,-119.77138889999999,10
10/11/2004 22:29,laredo,Texas,fireball,1351.0,27.506111100000002,-99.5072222,10
10/11/2004 23:00,lake worth,Florida,formation,7200.0,26.615555600000004,-80.05722220000001,10
10/11/2004 23:15,williamsville,New York,light,540.0,42.96388889999999,-78.7380556,10
10/11/2005 00:00,holiday,Florida,light,180.0,28.1875,-82.7397222,10
10/11/2005 03:00,eagan,Minnesota,circle,7200.0,44.8041667,-93.16666670000001,10
10/11/2005 16:36,lake point,Utah,light,720.0,40.680833299999996,-112.26222220000001,10
10/11/2005 18:45,peoria,Arizona,light,5400.0,33.580555600000004,-112.23666670000001,10
10/11/2005 19:00,buckeye,Arizona,formation,1800.0,33.3702778,-112.58305559999998,10
10/11/2005 19:00,casa grande,Arizona,light,1800.0,32.8794444,-111.75666670000001,10
10/11/2005 19:30,tempe,Arizona,triangle,3.0,33.4147222,-111.9086111,10
10/11/2005 19:45,mobile,Alabama,light,1800.0,30.6941667,-88.0430556,10
10/11/2005 21:00,little ferry,New Jersey,oval,300.0,40.8527778,-74.0425,10
10/11/2005 21:00,wall lake,Iowa,light,10.0,42.271111100000006,-95.0927778,10
10/11/2006 01:25,nashville,Tennessee,disk,13.0,36.165833299999996,-86.7844444,10
10/11/2006 19:00,monterey park,California,fireball,120.0,34.0625,-118.12194440000002,10
10/11/2006 19:30,two harbors,Minnesota,light,600.0,47.0227778,-91.6705556,10
10/11/2006 20:45,pensacola,Florida,diamond,3600.0,30.421111100000005,-87.2169444,10
10/11/2006 21:00,milton,Florida,light,900.0,30.6322222,-87.0397222,10
10/11/2006 21:32,la crescenta,California,circle,3.0,34.224166700000005,-118.23916670000001,10
10/11/2006 22:00,enid,Oklahoma,light,60.0,36.3955556,-97.8780556,10
10/11/2006 23:00,pampa,Texas,triangle,60.0,35.53611110000001,-100.9594444,10
10/11/2006 24:00,rome,New York,oval,120.0,43.2127778,-75.45611109999999,10
10/11/2007 04:40,melbourne,Kentucky,oval,360.0,39.0297222,-84.3663889,10
10/11/2007 10:10,carlton,Oregon,cylinder,900.0,45.294444399999996,-123.17527779999999,10
10/11/2007 16:00,clackamas,Oregon,circle,900.0,45.4077778,-122.56916670000001,10
10/11/2007 19:50,seattle,Washington,triangle,10.0,47.6063889,-122.33083329999998,10
10/11/2007 20:15,tega cay,South Carolina,light,1800.0,35.0241667,-81.0280556,10
10/11/2007 20:30,gulf shores,Alabama,disk,1800.0,30.245833299999997,-87.7008333,10
10/11/2008 04:30,brownsville,Texas,disk,3.0,25.9013889,-97.49722220000001,10
10/11/2008 06:00,concord,California,light,180.0,37.978055600000005,-122.03,10
10/11/2008 13:00,salisbury,North Carolina,sphere,20.0,35.6708333,-80.4744444,10
10/11/2008 19:00,bridgeport,Connecticut,circle,7200.0,41.1669444,-73.20527779999999,10
10/11/2008 19:00,dover,Maryland,sphere,7200.0,39.512222200000004,-76.7697222,10
10/11/2008 19:00,riverside,California,light,60.0,33.9533333,-117.39527779999999,10
10/11/2008 19:30,naples,Florida,triangle,30.0,26.1416667,-81.795,10
10/11/2008 20:30,centerville,Texas,light,900.0,31.2577778,-95.9780556,10
10/11/2008 22:20,albuquerque,New Mexico,fireball,120.0,35.084444399999995,-106.65055559999999,10
10/11/2008 22:30,los angeles,California,triangle,30.0,34.0522222,-118.2427778,10
10/11/2009 04:00,crisfield,Maryland,light,600.0,37.9833333,-75.85416670000001,10
10/11/2009 09:45,plymouth,Michigan,triangle,20.0,42.3713889,-83.47027779999999,10
10/11/2009 12:30,glendale,Arizona,egg,1200.0,33.538611100000004,-112.1852778,10
10/11/2009 18:00,louisville,Kentucky,disk,120.0,38.2541667,-85.7594444,10
10/11/2009 18:05,west palm beach,Florida,oval,3.0,26.705277799999998,-80.0366667,10
10/11/2009 19:00,north smithfield,Rhode Island,circle,15.0,41.966666700000005,-71.55,10
10/11/2009 19:50,putnamville,Indiana,flash,540.0,39.5741667,-86.86527779999999,10
10/11/2009 21:55,madison,Wisconsin,light,180.0,43.0730556,-89.4011111,10
10/11/2010 04:50,albany,New York,oval,120.0,42.6525,-73.7566667,10
10/11/2010 06:20,west palm beach,Florida,sphere,2400.0,26.705277799999998,-80.0366667,10
10/11/2010 19:40,cottage grove,Minnesota,light,240.0,44.8277778,-92.9436111,10
10/11/2010 20:50,glendora,California,circle,60.0,34.1361111,-117.86444440000001,10
10/11/2010 20:53,ramona,California,triangle,5.0,33.0416667,-116.8672222,10
10/11/2011 03:15,omaha,Illinois,chevron,120.0,37.8902778,-88.3030556,10
10/11/2011 15:00,cedar city,Utah,light,8.0,37.6775,-113.0611111,10
10/11/2011 19:40,des moines,Iowa,light,90.0,41.60055560000001,-93.60888890000001,10
10/11/2011 19:42,new bedford,Massachusetts,circle,1800.0,41.6361111,-70.93472220000001,10
10/11/2011 21:10,holden beach,North Carolina,circle,30.0,33.9133333,-78.3041667,10
10/11/2012 02:45,watchung (was my perspective),New Jersey,sphere,3600.0,40.6377778,-74.45138890000001,10
10/11/2012 04:00,tewksbury,Massachusetts,light,2.0,42.610555600000005,-71.23472220000001,10
10/11/2012 08:00,angola,Indiana,cigar,7200.0,41.6347222,-84.9994444,10
10/11/2012 19:30,arbutus,Maryland,light,300.0,39.2544444,-76.7002778,10
10/11/2012 19:30,forty fort,Pennsylvania,fireball,720.0,41.2788889,-75.87861109999999,10
10/11/2012 19:45,saratoga springs,New York,circle,300.0,43.0830556,-73.785,10
10/11/2012 20:00,nanticoke,Pennsylvania,diamond,60.0,41.2052778,-76.00527779999999,10
10/11/2012 20:30,las cruces,New Mexico,fireball,120.0,32.3122222,-106.7777778,10
10/11/2012 20:42,ravensdale,Washington,triangle,10.0,47.3525,-121.9825,10
10/11/2012 21:00,levittown,Pennsylvania,diamond,60.0,40.155,-74.8291667,10
10/11/2012 21:01,phoenix,Arizona,sphere,30.0,33.4483333,-112.07333329999999,10
10/11/2012 22:15,blue island,Illinois,circle,45.0,41.6572222,-87.68,10
10/11/2013 01:00,saginaw,Michigan,chevron,4.0,43.419444399999996,-83.9508333,10
10/11/2013 06:13,ankeny,Iowa,circle,120.0,41.7297222,-93.6055556,10
10/11/2013 09:05,palm beach gardens,Florida,light,15.0,26.823055600000004,-80.13888890000001,10
10/11/2013 16:35,kalamazoo,Michigan,fireball,600.0,42.2916667,-85.58722220000001,10
10/11/2013 19:50,essex junction,Vermont,light,60.0,44.49055560000001,-73.11138890000001,10
10/11/2013 20:00,cincinnati,Ohio,circle,300.0,39.161944399999996,-84.4569444,10
10/11/2013 20:00,cincinnati,Ohio,fireball,240.0,39.161944399999996,-84.4569444,10
10/11/2013 20:00,naples,Florida,light,7200.0,26.1416667,-81.795,10
10/11/2013 20:15,cincinnati,Ohio,fireball,60.0,39.161944399999996,-84.4569444,10
